"week.timepoint","Animal.No.","RNACopies.ml","ADCD_E660","ADCD_Mac_239","ADCP_E660","ADCP_Mac_239","ADNP_E660","ADNP_Mac_239","FcRIIA1_EBOV_VP40","FcRIIA1_Gag_SIV.mac239","FcRIIA1_gp120_mac251.SIV","FcRIIA1_gp120_SHIV_SF162P3.HIV","FcRIIA1_gp120_SIV.mac239","FcRIIA1_gp120_SIV.mac251.216.94.A2","FcRIIA1_gp120_SIVcpx_EK505","FcRIIA1_gp120_SIVcpz_MB66","FcRIIA1_gp120_SIVmac251v31523ru28","FcRIIA1_gp120_SIVsmE660","FcRIIA1_gp120_smE543.SIV","FcRIIA1_gp140_mac239.SIV","FcRIIA1_gp140_SHIV_SF162P3.HIV","FcRIIA1_gp140_SIVsmE660","FcRIIA1_Nef_SIV.1.mac239","FcRIIA1_p27_SIV.mac239","FcRIIA1_SIV.1.mac251","FcRIIA2_EBOV_VP40","FcRIIA2_Gag_SIV.mac239","FcRIIA2_gp120_mac251.SIV","FcRIIA2_gp120_SHIV_SF162P3.HIV","FcRIIA2_gp120_SIV.mac239","FcRIIA2_gp120_SIV.mac251.216.94.A2","FcRIIA2_gp120_SIVcpx_EK505","FcRIIA2_gp120_SIVcpz_MB66","FcRIIA2_gp120_SIVmac251v31523ru28","FcRIIA2_gp120_SIVsmE660","FcRIIA2_gp120_smE543.SIV","FcRIIA2_gp140_mac239.SIV","FcRIIA2_gp140_SHIV_SF162P3.HIV","FcRIIA2_gp140_SIVsmE660","FcRIIA2_Nef_SIV.1.mac239","FcRIIA2_p27_SIV.mac239","FcRIIA2_SIV.1.mac251","FcRIIA3_EBOV_VP40","FcRIIA3_Gag_SIV.mac239","FcRIIA3_gp120_mac251.SIV","FcRIIA3_gp120_SHIV_SF162P3.HIV","FcRIIA3_gp120_SIV.mac239","FcRIIA3_gp120_SIV.mac251.216.94.A2","FcRIIA3_gp120_SIVcpx_EK505","FcRIIA3_gp120_SIVcpz_MB66","FcRIIA3_gp120_SIVmac251v31523ru28","FcRIIA3_gp120_SIVsmE660","FcRIIA3_gp120_smE543.SIV","FcRIIA3_gp140_mac239.SIV","FcRIIA3_gp140_SHIV_SF162P3.HIV","FcRIIA3_gp140_SIVsmE660","FcRIIA3_Nef_SIV.1.mac239","FcRIIA3_p27_SIV.mac239","FcRIIA3_SIV.1.mac251","FcRIIA4_EBOV_VP40","FcRIIA4_Gag_SIV.mac239","FcRIIA4_gp120_mac251.SIV","FcRIIA4_gp120_SHIV_SF162P3.HIV","FcRIIA4_gp120_SIV.mac239","FcRIIA4_gp120_SIV.mac251.216.94.A2","FcRIIA4_gp120_SIVcpx_EK505","FcRIIA4_gp120_SIVcpz_MB66","FcRIIA4_gp120_SIVmac251v31523ru28","FcRIIA4_gp120_SIVsmE660","FcRIIA4_gp120_smE543.SIV","FcRIIA4_gp140_mac239.SIV","FcRIIA4_gp140_SHIV_SF162P3.HIV","FcRIIA4_gp140_SIVsmE660","FcRIIA4_Nef_SIV.1.mac239","FcRIIA4_p27_SIV.mac239","FcRIIA4_SIV.1.mac251","FcRIIIA1_EBOV_VP40","FcRIIIA1_Gag_SIV.mac239","FcRIIIA1_gp120_mac251.SIV","FcRIIIA1_gp120_SHIV_SF162P3.HIV","FcRIIIA1_gp120_SIV.mac239","FcRIIIA1_gp120_SIV.mac251.216.94.A2","FcRIIIA1_gp120_SIVcpx_EK505","FcRIIIA1_gp120_SIVcpz_MB66","FcRIIIA1_gp120_SIVmac251v31523ru28","FcRIIIA1_gp120_SIVsmE660","FcRIIIA1_gp120_smE543.SIV","FcRIIIA1_gp140_mac239.SIV","FcRIIIA1_gp140_SHIV_SF162P3.HIV","FcRIIIA1_gp140_SIVsmE660","FcRIIIA1_Nef_SIV.1.mac239","FcRIIIA1_p27_SIV.mac239","FcRIIIA1_SIV.1.mac251","IgA_EBOV_VP40","IgA_Gag_SIV.mac239","IgA_gp120_mac251.SIV","IgA_gp120_SHIV_SF162P3.HIV","IgA_gp120_SIV.mac239","IgA_gp120_SIV.mac251.216.94.A2","IgA_gp120_SIVcpx_EK505","IgA_gp120_SIVcpz_MB66","IgA_gp120_SIVmac251v31523ru28","IgA_gp120_SIVsmE660","IgA_gp120_smE543.SIV","IgA_gp140_mac239.SIV","IgA_gp140_SHIV_SF162P3.HIV","IgA_gp140_SIVsmE660","IgA_Nef_SIV.1.mac239","IgA_p27_SIV.mac239","IgA_SIV.1.mac251","IgG1_EBOV_VP40","IgG1_Gag_SIV.mac239","IgG1_gp120_mac251.SIV","IgG1_gp120_SHIV_SF162P3.HIV","IgG1_gp120_SIV.mac239","IgG1_gp120_SIV.mac251.216.94.A2","IgG1_gp120_SIVcpx_EK505","IgG1_gp120_SIVcpz_MB66","IgG1_gp120_SIVmac251v31523ru28","IgG1_gp120_SIVsmE660","IgG1_gp120_smE543.SIV","IgG1_gp140_mac239.SIV","IgG1_gp140_SHIV_SF162P3.HIV","IgG1_gp140_SIVsmE660","IgG1_Nef_SIV.1.mac239","IgG1_p27_SIV.mac239","IgG1_SIV.1.mac251","IgG13_gp140_SHIV_SF162P3.HIV","IgG2_EBOV_VP40","IgG2_Gag_SIV.mac239","IgG2_gp120_mac251.SIV","IgG2_gp120_SHIV_SF162P3.HIV","IgG2_gp120_SIV.mac239","IgG2_gp120_SIV.mac251.216.94.A2","IgG2_gp120_SIVcpx_EK505","IgG2_gp120_SIVcpz_MB66","IgG2_gp120_SIVmac251v31523ru28","IgG2_gp120_SIVsmE660","IgG2_gp120_smE543.SIV","IgG2_gp140_mac239.SIV","IgG2_gp140_SHIV_SF162P3.HIV","IgG2_gp140_SIVsmE660","IgG2_Nef_SIV.1.mac239","IgG2_p27_SIV.mac239","IgG2_SIV.1.mac251","IgG3_EBOV_VP40","IgG3_Gag_SIV.mac239","IgG3_gp120_mac251.SIV","IgG3_gp120_SHIV_SF162P3.HIV","IgG3_gp120_SIV.mac239","IgG3_gp120_SIV.mac251.216.94.A2","IgG3_gp120_SIVcpx_EK505","IgG3_gp120_SIVcpz_MB66","IgG3_gp120_SIVmac251v31523ru28","IgG3_gp120_SIVsmE660","IgG3_gp120_smE543.SIV","IgG3_gp140_mac239.SIV","IgG3_gp140_SIVsmE660","IgG3_Nef_SIV.1.mac239","IgG3_p27_SIV.mac239","IgG3_SIV.1.mac251","IgM_EBOV_VP40","IgM_Gag_SIV.mac239","IgM_gp120_mac251.SIV","IgM_gp120_SHIV_SF162P3.HIV","IgM_gp120_SIV.mac239","IgM_gp120_SIV.mac251.216.94.A2","IgM_gp120_SIVcpx_EK505","IgM_gp120_SIVcpz_MB66","IgM_gp120_SIVmac251v31523ru28","IgM_gp120_SIVsmE660","IgM_gp120_smE543.SIV","IgM_gp140_mac239.SIV","IgM_gp140_SHIV_SF162P3.HIV","IgM_gp140_SIVsmE660","IgM_Nef_SIV.1.mac239","IgM_p27_SIV.mac239","IgM_SIV.1.mac251","TIgG_EBOV_VP40","TIgG_Gag_SIV.mac239","TIgG_gp120_mac251.SIV","TIgG_gp120_SHIV_SF162P3.HIV","TIgG_gp120_SIV.mac239","TIgG_gp120_SIV.mac251.216.94.A2","TIgG_gp120_SIVcpx_EK505","TIgG_gp120_SIVcpz_MB66","TIgG_gp120_SIVmac251v31523ru28","TIgG_gp120_SIVsmE660","TIgG_gp120_smE543.SIV","TIgG_gp140_mac239.SIV","TIgG_gp140_SHIV_SF162P3.HIV","TIgG_gp140_SIVsmE660","TIgG_Nef_SIV.1.mac239","TIgG_p27_SIV.mac239","TIgG_SIV.1.mac251"
0,"LJ02",15,149.5,50.25,2.25844,1.35973,5.6334,6.63642,34915.50259,136752.3329,8320.60033,12849.82435,17834.63538,12246.70473,9568.357312,6251.297837,10818.41562,10630.69564,11550.7781,13437.3131,20142.88658,21768.30523,440915.9118,25879.15469,423902.7129,40273.60634,175880.2003,11305.56677,11259.93622,18136.15944,13263.88677,9224.181527,7618.414688,10109.98664,9861.804135,8105.65482,19390.9342,20744.22832,21878.00191,450322.8202,33552.97535,365952.1625,23940.7628,128638.5506,44420.48964,10783.44326,18657.58221,18809.66095,8543.512163,5375.314203,19907.0516,121580.9751,12468.83851,1294392.6,20215.11949,1340491.941,253208.7412,30073.04487,172331.8291,21612.52736,588234.4785,5591.999782,10580.28259,10513.53037,7673.851923,9333.772892,6578.972806,7549.989575,8157.055222,8961.981541,40706.34438,19029.99515,31511.71005,649589.887,24901.35634,354807.8943,48359.56379,66110.15954,10044.6205,10268.75317,27226.73055,8585.081614,12585.35853,4599.097563,13258.4173,10423.77265,11781.73452,69689.81356,53501.13867,47337.79698,300759.5382,31065.81677,291400.8455,18343.60117,6864.621735,3261.037345,2696.348242,3346.837947,2792.256003,2844.771489,2955.423323,3072.10224,3384.888562,2856.724547,2510.038172,4425.629043,3326.349863,15981.592,14922.63579,18284.24038,6505.326006,12670.92307,3575.152382,2556.472342,3028.364671,3138.592667,3212.956412,2258.2294,3332.307486,3709.317645,3380.018617,4190.992499,4263.46834,5536.498439,40004.13901,6418.997509,45378.72027,3270.279406,2651.530603,2774.6514,2569.658179,2650.69556,2357.38083,2127.506964,2895.795566,2154.0754,2689.755962,3321.968075,2283.120249,3111.642417,3546.885288,3880.29396,5688.448867,2841.724421,7602.398883,2740.514393,2809.783872,2937.522678,1936.489963,2704.667989,1712.827498,2376.021748,2244.737271,2297.376862,3325.226798,2234.780525,3632.678952,3507.870852,5015.075106,3218.825674,6439.356132,255767.6954,34104.03925,56745.20808,55190.70208,36283.72889,78414.88383,6842.260205,27966.84037,42191.29389,17969.85303,17496.88416,9997.90935,38290.37317,12568.59092,60791.47206,258223.9029,72255.42825,34408.36932,77971.22713,9008.567429,11072.84634,10906.99277,10654.23052,7989.573924,5944.081983,10594.399,11397.73828,11882.30841,20820.57054,10949.74756,26300.71177,234279.2079,1475386.62,245059.623
1,"LJ02",11111125,156.166666666667,51.2203703703704,2.40526814814815,1.45573814814815,5.64217259259259,6.57613851851852,35172.1031048148,136158.155988889,8544.95251518518,13109.0926907407,18362.903602963,12172.8171588889,9868.45168592593,6410.27820781482,11034.4415637037,10832.9511585185,11611.697402963,14046.5151866667,20988.9343755556,21554.6510611111,426790.956733333,27622.2351418519,406348.617655556,41443.7372851852,179419.492225926,11612.6138559259,11537.970517037,18698.2239007407,13241.0797662963,9737.01171018519,7806.2968237037,10261.589317037,10351.2597635185,8443.10835925926,19913.5287340741,21538.2806644444,22283.5560574074,453851.377918519,37478.0878485185,370908.6567,24939.451437037,131869.600592593,42488.8013444445,10709.5278828148,18788.7174314815,18006.3590383704,8777.47607907407,5526.78328351852,19851.9253511111,113423.001951111,12222.6310641481,1200154.59452593,21604.3116677778,1242400.50425407,266498.582518519,30819.1360596296,185631.804848148,22794.4560725926,606527.181574074,6237.67659222222,11083.6158685185,11676.3617225926,9213.49591314815,9387.19483407408,6747.25160807407,8454.73036203704,8419.75885444445,9436.20924388889,41119.6487133333,19838.1253181481,30677.2362262963,660557.631696296,27908.086757037,358305.407944444,48635.7315455556,66433.3354437037,10088.0587622222,10511.9933381481,27375.8651981482,8668.03477540741,12648.3432085185,4607.37909885185,13334.6491407407,10494.8903440741,11880.41734,68730.6953518519,53023.4811248148,46613.9581866667,304038.888385185,32985.1177262963,293006.495922222,19459.2584707407,7222.17651833333,3478.42826433333,2790.57918725926,3563.0070967037,2986.49894381481,2881.35367522222,3054.00604618519,3228.80040851852,3468.33599074074,2953.58714774074,3119.80472074074,4534.41394440741,3619.41798759259,16420.5522718519,15636.255047037,18549.5227644444,7021.85735,13903.852832963,3672.94044081482,2742.00755311111,3258.50476781481,3202.40330833333,3271.76710414815,2337.81883459259,3595.93557903704,3826.49287648148,3604.39708307407,4230.09601744444,4330.18427822222,5637.74945492593,42281.8400233333,7175.11343944445,46967.2314381481,3305.1788737037,2682.87308522222,2795.79458822222,2593.94912662963,2601.47992474074,2389.22353066667,2130.119364,2877.15277,2176.57143007407,2664.37533518519,3317.60508922222,2280.08369485185,3135.34661137037,3561.62696585185,3837.38645962963,5658.74137337037,2882.38258055556,7508.00134388889,2758.92583655556,2845.43635266667,2916.32919681482,1942.6915932963,2690.74939507407,1740.66642266667,2368.25560777778,2246.78327292593,2308.24379325926,3296.1325442963,2232.83052107407,3568.7791817037,3510.40559059259,5025.30863814815,3251.61451266667,6439.28114644444,262932.418918519,39009.4933574074,59279.1426377778,58180.7829,38397.9355040741,81529.8099907408,7070.71700359259,27719.9488314815,44715.6349603704,18972.36209,18376.402917037,10817.2934951852,40521.7439774074,13145.8040948148,64975.1955444444,276130.61672963,75678.8692018518,34636.1610333333,77669.8569603704,9159.96440018519,11066.1740837037,11339.78049,10684.8859318519,8082.5269862963,5952.239675,10637.5008259259,11371.7963007407,11761.7083448148,20956.2765918519,11616.4410474074,26326.2550211111,231965.720603704,1368091.86742741,240936.119140741
2,"LJ02",38888900,172.833333333333,53.6462962962963,2.77233851851852,1.69575851851852,5.66410407407407,6.42543481481481,35813.6043918518,134672.713711111,9105.83297814815,13757.2635425926,19683.5741603704,11988.0982311111,10618.6876207407,6807.72913485185,11574.506422963,11338.5899548148,11763.9956603704,15569.5204033333,23104.0538644444,21020.5156388889,391478.569066667,31979.9362714815,362463.379544444,44369.0646481482,188267.722040741,12380.2315707407,12233.0562596296,20103.3850525926,13184.062257037,11019.0871681481,8276.00216296296,10640.5960096296,11574.8988348148,9286.74220740741,21220.0150692593,23523.4115255556,23297.4414259259,462672.772214815,47290.8690948148,383299.8922,27436.1730296296,139947.225574074,37659.5806055556,10524.7394398519,19116.5554851852,15998.1042592963,9362.38586925926,5905.45598481481,19714.1097288889,93028.0690788889,11607.1124495185,964559.580840741,25077.2921122222,997171.912389259,299723.185814815,32684.3640337037,218881.744218519,25749.2778540741,652258.939259259,7851.86861777778,12341.9490648148,14583.4401040741,13062.6058885185,9520.74968925926,7167.94861325926,10716.5823296296,9076.51793555556,10621.7785011111,42152.9095466667,21858.4507385185,28591.051667037,687976.993437037,35424.9127996296,367049.192055556,49326.1509344444,67241.275202963,10196.6544177778,11120.0937585185,27748.7018185185,8875.41767892593,12805.8049048148,4628.08293848148,13525.2287425926,10672.6845792593,12127.12439,66332.8998314815,51829.3372618519,44804.3612033333,312237.263848148,37783.370117037,297020.621977778,22248.4017225926,8116.06347666667,4021.90556266667,3026.15655040741,4103.42997096296,3472.10629585185,2972.80914077778,3300.46285414815,3620.54582981482,3676.95456259259,3195.74364959259,4644.22109259259,4806.37619792593,4352.08829907407,17517.9529514815,17420.3031896296,19212.7287255556,8313.18571,16986.1772403704,3917.41058785185,3205.84558088889,3833.85500985185,3361.92991166667,3418.79383451852,2536.79242107407,4255.00581162963,4119.43095518519,4165.34324825926,4327.85481355556,4496.97412377778,5890.87699474074,47976.0925566667,9065.40326555556,50938.5093585185,3392.42754296296,2761.22929077778,2848.65255877778,2654.6764957037,2478.44083659259,2468.83028233333,2136.650364,2830.54578,2232.81150525926,2600.92376814815,3306.69762477778,2272.49230948148,3194.6070972963,3598.48116048148,3730.1177087037,5584.4726392963,2984.02797944444,7272.00749611111,2804.95444544444,2934.56755433333,2863.34549385185,1958.19566903704,2655.95291025926,1810.26373433333,2348.84025722222,2251.89827774074,2335.41112140741,3223.39691003704,2227.95551125926,3409.02975596296,3516.74243707407,5050.89246851852,3333.58660933333,6439.09368255556,280844.227714815,51273.1286259259,65613.9790322222,65655.98495,43683.4520392593,89317.1253925926,7641.85900007407,27102.7199851852,51026.4876362963,21478.63474,20575.1998096296,12865.7538581481,46100.1709959259,14588.8370318519,75434.5042555556,320897.401303704,84237.4715814815,35205.6403166667,76916.4315362963,9538.45682814815,11049.493442963,12421.74979,10761.5244614815,8314.90964203704,5972.633905,10745.2553907407,11306.9413525926,11460.2081818519,21295.5417214815,13283.1747659259,26390.1131488889,226182.002362963,1099854.98599593,230627.359492593
3,"LJ02",75000007.5,194.5,56.8,3.24953,2.007785,5.692615,6.22952,36647.556065,132741.63875,9834.97758,14599.88565,21400.445885,11747.963625,11593.994336,7324.41534,12276.59074,11995.92039,11961.983395,17549.427185,25853.7092,20326.13959,345572.4651,37644.94774,305412.57,48171.99022,199770.4208,13378.1346,13136.667725,21930.09455,13109.939495,12685.7852635,8886.619104,11133.30471,13165.6296275,10383.46621,22918.447305,26104.081645,24615.492405,474140.5848,60047.484715,399408.49835,30681.9111,150448.13805,31381.593645,10284.514464,19542.744955,13387.3730465,10122.7685965,6397.7304965,19534.94942,66514.656345,10806.9382505,658286.06305,29592.16669,678374.742965,342915.1701,35109.1604,262106.6654,29590.54617,711710.22425,9950.318251,13977.78222,18362.642,18066.4488565,9694.371001,7714.85472,13656.9898875,9930.304741,12163.0185355,43496.14863,24484.873785,25879.01174,723622.1637,45196.786655,378416.1114,50223.69614,68291.59689,10337.82877,11910.624305,28233.389425,9145.0154535,13010.50511,4654.99793,13772.982225,10903.817085,12447.843555,63215.765655,50276.95024,42451.885125,322895.15195,44021.098225,302238.98585,25874.28795,9278.1165225,4728.4260505,3332.4071225,4805.9797075,4103.3958535,3091.701246,3620.8567045,4129.8148775,3948.158706,3510.547102,6625.962376,5159.9271275,5304.559704,18944.573835,19739.565775,20074.896475,9991.912578,20993.19897,4235.221779,3808.835017,4581.8103245,3569.314496,3609.928584,2795.4580835,5111.797114,4500.2504575,4894.573263,4454.9412485,4713.800923,6219.9427965,55378.62085,11522.7800395,56101.170655,3505.850813,2863.092358,2917.3679205,2733.6220755,2318.490022,2572.3190595,2145.140664,2769.956693,2305.923603,2518.436731,3292.517921,2262.6235085,3271.645729,3646.3916135,3590.6683325,5487.923285,3116.166998,6965.215494,2864.791637,3050.4381165,2794.46668,1978.3509675,2610.71748,1900.7402395,2323.6003015,2258.547784,2370.728648,3128.8405855,2221.6179985,3201.3555025,3524.9803375,5084.151448,3440.150335,6438.8499795,304129.57915,67215.854475,73849.266345,75373.747615,50554.623535,99440.635415,8384.3435955,26300.322485,59230.596115,24736.789185,23433.63577,15528.75233,53352.12612,16464.77985,89031.60558,379094.22125,95363.654675,35945.963385,75936.978485,10030.4969845,11027.80861,13828.30988,10861.15455,8617.0070945,5999.146404,10885.336325,11222.62992,11068.25797,21736.58639,15449.9286,26473.128715,218663.16865,751147.040135,217225.97195
4,"LJ02",111111115,216.166666666667,59.9537037037037,3.72672148148148,2.31981148148148,5.72112592592593,6.03360518518518,37481.5077381481,130810.563788889,10564.1221818519,15442.5077574074,23117.3176096296,11507.8290188889,12569.3010512593,7841.10154514815,12978.675057037,12653.2508251852,12159.9711296296,19529.3339666667,28603.3645355556,19631.7635411111,299666.361133333,43309.9592085185,248361.760455556,51974.9157918519,211273.119559259,14376.0376292593,14040.2791903704,23756.8040474074,13035.816732963,14352.4833588519,9497.23604503704,11626.0134103704,14756.3604201852,11480.1902125926,24616.8795407407,28684.7517644444,25933.5433840741,485608.397385185,72804.1003351852,415517.1045,33927.6491703704,160949.050525926,25103.6066844444,10044.2894881481,19968.9344248148,10776.6418337037,10883.1513237407,6890.00500818519,19355.7891111111,40001.2436111111,10006.7640514815,352012.545259259,34107.0412677778,359577.573540741,386107.154385185,37533.9567662963,305331.586581482,33431.8144859259,771161.509240741,12048.7678842222,15613.6153751852,22141.8438959259,23070.2918244815,9867.99231274074,8261.76082674074,16597.3974453704,10784.0915464444,13704.2585698889,44839.3877133333,27111.2968314815,23166.971812963,759267.333962963,54968.6605103704,389783.030744444,51121.2413455556,69341.918577037,10479.0031222222,12701.1548514815,28718.0770314815,9414.61322807407,13215.2053151852,4681.91292151852,14020.7357074074,11134.9495907407,12768.56272,60098.6314785185,48724.5632181481,40099.4090466667,333553.040051852,50258.826332963,307457.349722222,29500.1741774074,10440.1695683333,5434.94653833333,3638.65769459259,5508.52944403704,4734.68541114815,3210.59335122222,3941.25055485185,4639.08392518518,4219.36284940741,3825.35055440741,8607.70365940741,5513.47805707407,6257.03110892593,20371.1947185185,22058.8283603704,20937.0642244444,11670.639446,25000.2206996296,4553.03297014815,4411.82445311111,5329.76563914815,3776.69908033333,3801.06333348148,3054.12374592593,5968.58841637037,4881.06995981481,5623.80327774074,4582.02768344444,4930.62772222222,6549.00859825926,62781.1491433333,13980.1568134444,61263.8319514815,3619.27408303704,2964.95542522222,2986.08328222222,2812.5676552963,2158.53920740741,2675.80783666667,2153.630964,2709.367606,2379.03570074074,2435.94969385185,3278.33821722222,2252.75470751852,3348.6843607037,3694.30206651852,3451.2189562963,5391.3739307037,3248.30601655556,6658.42349188889,2924.62882855556,3166.30867866667,2725.58786614815,1998.50626596296,2565.48204974074,1991.21674466667,2298.36034577778,2265.19729025926,2406.04617459259,3034.28426096296,2215.28048574074,2993.68124903704,3533.21823792593,5117.41042748148,3546.71406066667,6438.60627644444,327414.930585185,83158.5803240741,82084.5536577778,85091.51028,57425.7950307407,109564.145437407,9126.82819092593,25497.9249848148,67434.7045937037,27994.94363,26292.0717303704,18191.7508018518,60604.0812440741,18340.7226681481,102628.706904444,437291.041196296,106489.837768519,36686.2864533333,74957.5254337037,10522.5371408519,11006.123777037,15234.86997,10960.7846385185,8919.10454696296,6025.658903,11025.4172592593,11138.3184874074,10676.3077581481,22177.6310585185,17616.6824340741,26556.1442811111,211144.334937037,402439.094274074,203824.584407407
5,"LJ02",138888890,232.833333333333,62.3796296296296,4.09379185185185,2.55983185185185,5.74305740740741,5.88290148148148,38123.0090251852,129325.121511111,11125.0026448148,16090.6786092593,24437.988167037,11323.1100911111,13319.5369860741,8238.55247218519,13518.7399162963,13158.8896214815,12312.269387037,21052.3391833333,30718.4840244444,19097.6281188889,264353.973466667,47667.6603381482,204476.522344444,54900.2431548148,220121.349374074,15143.6553440741,14735.364932963,25161.9651992593,12978.7992237037,15634.5588168148,9966.9413842963,12005.020102963,15979.9994914815,12323.8240607407,25923.3658759259,30669.8826255556,26947.4287525926,494429.791681482,82616.8815814815,427908.34,36424.370762963,169026.675507407,20274.3859455556,9859.50104518519,20296.7724785185,8768.38705462963,11468.0611139259,7268.67770948148,19217.9734888889,19606.3107388889,9391.24543685185,116417.531574074,37580.0217122222,114348.981675926,419331.757681481,39399.1847403704,338581.525951852,36386.6362674074,816893.266925926,13662.9599097778,16871.9485714815,25048.9222774074,26919.4017998519,10001.5471679259,8682.45783192593,18859.249412963,11440.8506275556,14889.8278271111,45872.6485466667,29131.6222518519,21080.7872537037,786686.695703704,62485.486552963,398526.814855556,51811.6607344444,70149.8583362963,10587.5987777778,13309.2552718519,29090.9136518519,9621.99613159259,13372.6670114815,4702.61676114815,14211.3153092593,11312.7438259259,13015.26977,57700.8359581482,47530.4193551852,38289.8120633333,341751.415514815,55057.0787237037,311471.475777778,32289.3174292593,11334.0565266667,5978.42383666667,3874.23505774074,6048.9523182963,5220.29276318519,3302.04881677778,4187.70736281482,5030.82934648148,4427.98142125926,4067.50705625926,10132.1200312593,5785.44031059259,6989.70142040741,21468.5953981482,23842.876502963,21600.2701855556,12961.967806,28082.545107037,4797.50311718519,4875.66248088889,5905.11588118519,3936.22568366667,3948.09006385185,3253.09733240741,6627.65864896296,5174.00803851852,6184.74944292593,4679.78647955556,5097.41756777778,6802.13613807407,68475.4016766667,15870.4466395556,65235.1098718519,3706.5227522963,3043.31163077778,3038.94125277778,2873.29502437037,2035.50011925926,2755.41458833333,2160.161964,2662.760616,2435.27577592593,2372.49812681481,3267.43075277778,2245.16332214815,3407.94484662963,3731.15626114815,3343.95020537037,5317.10519662963,3349.95141544445,6422.42964411111,2970.65743744444,3255.43988033333,2672.60416318519,2014.0103417037,2530.68556492593,2060.81405633333,2278.94499522222,2270.31229507407,2433.21350274074,2961.5486267037,2210.40547592593,2833.9318232963,3539.55508440741,5142.99425785185,3628.68615733333,6438.41881255556,345326.739381481,95422.2155925926,88419.3900522222,92566.71233,62711.3115659259,117351.460839259,9697.97018740741,24880.6961385185,73745.5572696296,30501.21628,28490.868622963,20240.2111648148,66182.5082625926,19783.7556051852,113088.015615556,482057.82577037,115048.440148148,37255.7657366667,74204.1000096296,10901.0295688148,10989.4431362963,16316.83927,11037.4231681481,9151.4872027037,6046.053133,11133.1718240741,11073.4635392593,10374.8075951852,22516.8961881482,19283.4161525926,26620.0024088889,205360.616696296,134202.212842593,193515.824759259
6,"LJ02",1.5e+08,239.5,63.35,4.24062,2.65584,5.75183,5.82262,38379.60954,128730.9446,11349.35483,16349.94695,24966.25639,11249.22252,13619.63136,8397.532843,13734.76586,13361.14514,12373.18869,21661.54127,31564.53182,18883.97395,250229.0184,49410.74079,186922.4271,56070.3741,223660.6413,15450.70243,15013.39923,25724.02966,12955.99222,16147.389,10154.82352,12156.62278,16469.45512,12661.2776,26445.96041,31463.93497,27352.9829,497958.3494,86541.99408,432864.8342,37423.0594,172257.7255,18342.69765,9785.585668,20427.9077,7965.085143,11702.02503,7420.14679,19162.84724,11448.33759,9145.037991,22179.5261,38969.21389,16257.54493,432621.599,40145.27593,351881.5017,37568.56498,835185.97,14308.63672,17375.28185,26211.75363,28459.04579,10054.96911,8850.736634,19763.9902,11703.55426,15364.05553,46285.95288,29939.75242,20246.31343,797654.4404,65492.21697,402024.3285,52087.82849,70473.03424,10631.03704,13552.49544,29240.0483,9704.949293,13435.65169,4710.898297,14287.54715,11383.86152,13113.95259,56741.71775,47052.76181,37565.97327,345030.7657,56976.37968,313077.1262,33404.97473,11691.61131,6195.814756,3968.466003,6265.121468,5414.535704,3338.631003,4286.290086,5187.527515,4511.42885,4164.369657,10741.88658,5894.225212,7282.769545,21907.55567,24556.49576,21865.55257,13478.49915,29315.47487,4895.291176,5061.197692,6135.255978,4000.036325,4006.900756,3332.686767,6891.286742,5291.18327,6409.127909,4718.889998,5164.133506,6903.387154,70753.10269,16626.56257,66823.62104,3741.42222,3074.654113,3060.084441,2897.585972,1986.284484,2787.257289,2162.774364,2644.11782,2457.771806,2347.1175,3263.067767,2242.126768,3431.649041,3745.897939,3301.042705,5287.397703,3390.609575,6328.032105,2989.068881,3291.092361,2651.410682,2020.211972,2516.766971,2088.652981,2271.178855,2272.358297,2444.080434,2932.454373,2208.455472,2770.032053,3542.089823,5153.22779,3661.474996,6438.343827,352491.4629,100327.6697,90953.32461,95556.79315,64825.51818,120466.387,9926.426986,24633.8046,76269.89834,31503.72534,29370.38738,21059.59531,68413.87907,20360.96878,117271.7391,499964.5396,118471.8811,37483.55745,73902.72984,11052.42654,10982.77088,16749.62699,11068.07858,9244.440265,6054.210825,11176.27365,11047.52156,10254.20753,22652.60224,19950.10964,26645.54566,203047.1294,26907.46027,189392.3209
