"Animal.No.","arm","week.timepoint","RNACopies.ml","ADCD_E660","ADCD_Mac_239","ADCP_E660","ADCP_Mac_239","ADNP_E660","ADNP_Mac_239","FcRIIA1_EBOV_VP40","FcRIIA1_Gag_SIV.mac239","FcRIIA1_gp120_mac251.SIV","FcRIIA1_gp120_SHIV_SF162P3.HIV","FcRIIA1_gp120_SIV.mac239","FcRIIA1_gp120_SIV.mac251.216.94.A2","FcRIIA1_gp120_SIVcpx_EK505","FcRIIA1_gp120_SIVcpz_MB66","FcRIIA1_gp120_SIVmac251v31523ru28","FcRIIA1_gp120_SIVsmE660","FcRIIA1_gp120_smE543.SIV","FcRIIA1_gp140_mac239.SIV","FcRIIA1_gp140_SHIV_SF162P3.HIV","FcRIIA1_gp140_SIVsmE660","FcRIIA1_Nef_SIV.1.mac239","FcRIIA1_p27_SIV.mac239","FcRIIA1_SIV.1.mac251","FcRIIA2_EBOV_VP40","FcRIIA2_Gag_SIV.mac239","FcRIIA2_gp120_mac251.SIV","FcRIIA2_gp120_SHIV_SF162P3.HIV","FcRIIA2_gp120_SIV.mac239","FcRIIA2_gp120_SIV.mac251.216.94.A2","FcRIIA2_gp120_SIVcpx_EK505","FcRIIA2_gp120_SIVcpz_MB66","FcRIIA2_gp120_SIVmac251v31523ru28","FcRIIA2_gp120_SIVsmE660","FcRIIA2_gp120_smE543.SIV","FcRIIA2_gp140_mac239.SIV","FcRIIA2_gp140_SHIV_SF162P3.HIV","FcRIIA2_gp140_SIVsmE660","FcRIIA2_Nef_SIV.1.mac239","FcRIIA2_p27_SIV.mac239","FcRIIA2_SIV.1.mac251","FcRIIA3_EBOV_VP40","FcRIIA3_Gag_SIV.mac239","FcRIIA3_gp120_mac251.SIV","FcRIIA3_gp120_SHIV_SF162P3.HIV","FcRIIA3_gp120_SIV.mac239","FcRIIA3_gp120_SIV.mac251.216.94.A2","FcRIIA3_gp120_SIVcpx_EK505","FcRIIA3_gp120_SIVcpz_MB66","FcRIIA3_gp120_SIVmac251v31523ru28","FcRIIA3_gp120_SIVsmE660","FcRIIA3_gp120_smE543.SIV","FcRIIA3_gp140_mac239.SIV","FcRIIA3_gp140_SHIV_SF162P3.HIV","FcRIIA3_gp140_SIVsmE660","FcRIIA3_Nef_SIV.1.mac239","FcRIIA3_p27_SIV.mac239","FcRIIA3_SIV.1.mac251","FcRIIA4_EBOV_VP40","FcRIIA4_Gag_SIV.mac239","FcRIIA4_gp120_mac251.SIV","FcRIIA4_gp120_SHIV_SF162P3.HIV","FcRIIA4_gp120_SIV.mac239","FcRIIA4_gp120_SIV.mac251.216.94.A2","FcRIIA4_gp120_SIVcpx_EK505","FcRIIA4_gp120_SIVcpz_MB66","FcRIIA4_gp120_SIVmac251v31523ru28","FcRIIA4_gp120_SIVsmE660","FcRIIA4_gp120_smE543.SIV","FcRIIA4_gp140_mac239.SIV","FcRIIA4_gp140_SHIV_SF162P3.HIV","FcRIIA4_gp140_SIVsmE660","FcRIIA4_Nef_SIV.1.mac239","FcRIIA4_p27_SIV.mac239","FcRIIA4_SIV.1.mac251","FcRIIIA1_EBOV_VP40","FcRIIIA1_Gag_SIV.mac239","FcRIIIA1_gp120_mac251.SIV","FcRIIIA1_gp120_SHIV_SF162P3.HIV","FcRIIIA1_gp120_SIV.mac239","FcRIIIA1_gp120_SIV.mac251.216.94.A2","FcRIIIA1_gp120_SIVcpx_EK505","FcRIIIA1_gp120_SIVcpz_MB66","FcRIIIA1_gp120_SIVmac251v31523ru28","FcRIIIA1_gp120_SIVsmE660","FcRIIIA1_gp120_smE543.SIV","FcRIIIA1_gp140_mac239.SIV","FcRIIIA1_gp140_SHIV_SF162P3.HIV","FcRIIIA1_gp140_SIVsmE660","FcRIIIA1_Nef_SIV.1.mac239","FcRIIIA1_p27_SIV.mac239","FcRIIIA1_SIV.1.mac251","IgA_EBOV_VP40","IgA_Gag_SIV.mac239","IgA_gp120_mac251.SIV","IgA_gp120_SHIV_SF162P3.HIV","IgA_gp120_SIV.mac239","IgA_gp120_SIV.mac251.216.94.A2","IgA_gp120_SIVcpx_EK505","IgA_gp120_SIVcpz_MB66","IgA_gp120_SIVmac251v31523ru28","IgA_gp120_SIVsmE660","IgA_gp120_smE543.SIV","IgA_gp140_mac239.SIV","IgA_gp140_SHIV_SF162P3.HIV","IgA_gp140_SIVsmE660","IgA_Nef_SIV.1.mac239","IgA_p27_SIV.mac239","IgA_SIV.1.mac251","IgG1_EBOV_VP40","IgG1_Gag_SIV.mac239","IgG1_gp120_mac251.SIV","IgG1_gp120_SHIV_SF162P3.HIV","IgG1_gp120_SIV.mac239","IgG1_gp120_SIV.mac251.216.94.A2","IgG1_gp120_SIVcpx_EK505","IgG1_gp120_SIVcpz_MB66","IgG1_gp120_SIVmac251v31523ru28","IgG1_gp120_SIVsmE660","IgG1_gp120_smE543.SIV","IgG1_gp140_mac239.SIV","IgG1_gp140_SHIV_SF162P3.HIV","IgG1_gp140_SIVsmE660","IgG1_Nef_SIV.1.mac239","IgG1_p27_SIV.mac239","IgG1_SIV.1.mac251","IgG13_gp140_SHIV_SF162P3.HIV","IgG2_EBOV_VP40","IgG2_Gag_SIV.mac239","IgG2_gp120_mac251.SIV","IgG2_gp120_SHIV_SF162P3.HIV","IgG2_gp120_SIV.mac239","IgG2_gp120_SIV.mac251.216.94.A2","IgG2_gp120_SIVcpx_EK505","IgG2_gp120_SIVcpz_MB66","IgG2_gp120_SIVmac251v31523ru28","IgG2_gp120_SIVsmE660","IgG2_gp120_smE543.SIV","IgG2_gp140_mac239.SIV","IgG2_gp140_SHIV_SF162P3.HIV","IgG2_gp140_SIVsmE660","IgG2_Nef_SIV.1.mac239","IgG2_p27_SIV.mac239","IgG2_SIV.1.mac251","IgG3_EBOV_VP40","IgG3_Gag_SIV.mac239","IgG3_gp120_mac251.SIV","IgG3_gp120_SHIV_SF162P3.HIV","IgG3_gp120_SIV.mac239","IgG3_gp120_SIV.mac251.216.94.A2","IgG3_gp120_SIVcpx_EK505","IgG3_gp120_SIVcpz_MB66","IgG3_gp120_SIVmac251v31523ru28","IgG3_gp120_SIVsmE660","IgG3_gp120_smE543.SIV","IgG3_gp140_mac239.SIV","IgG3_gp140_SIVsmE660","IgG3_Nef_SIV.1.mac239","IgG3_p27_SIV.mac239","IgG3_SIV.1.mac251","IgM_EBOV_VP40","IgM_Gag_SIV.mac239","IgM_gp120_mac251.SIV","IgM_gp120_SHIV_SF162P3.HIV","IgM_gp120_SIV.mac239","IgM_gp120_SIV.mac251.216.94.A2","IgM_gp120_SIVcpx_EK505","IgM_gp120_SIVcpz_MB66","IgM_gp120_SIVmac251v31523ru28","IgM_gp120_SIVsmE660","IgM_gp120_smE543.SIV","IgM_gp140_mac239.SIV","IgM_gp140_SHIV_SF162P3.HIV","IgM_gp140_SIVsmE660","IgM_Nef_SIV.1.mac239","IgM_p27_SIV.mac239","IgM_SIV.1.mac251","TIgG_EBOV_VP40","TIgG_Gag_SIV.mac239","TIgG_gp120_mac251.SIV","TIgG_gp120_SHIV_SF162P3.HIV","TIgG_gp120_SIV.mac239","TIgG_gp120_SIV.mac251.216.94.A2","TIgG_gp120_SIVcpx_EK505","TIgG_gp120_SIVcpz_MB66","TIgG_gp120_SIVmac251v31523ru28","TIgG_gp120_SIVsmE660","TIgG_gp120_smE543.SIV","TIgG_gp140_mac239.SIV","TIgG_gp140_SHIV_SF162P3.HIV","TIgG_gp140_SIVsmE660","TIgG_Nef_SIV.1.mac239","TIgG_p27_SIV.mac239","TIgG_SIV.1.mac251"
"LI98","naive",0,13,556,107.6,1.85101,1.328175,2.26047,4.17073,17101.3295,67563.83737,7277.863801,10877.31154,11199.16158,6689.81818,4799.661678,4156.963892,7543.155094,8168.287142,7822.210621,16456.08349,12266.09185,12344.68036,35054.74067,16979.95928,23534.89253,53749.01801,269985.0175,27435.91642,21804.81169,23340.73287,26356.83883,17160.0109,13295.65605,21098.69496,19791.09626,17307.95017,562510.5257,240562.3303,39970.25633,220406.99,74781.26958,112865.9882,30334.33358,121229.0977,7116.181856,9571.131682,13655.86986,6353.204837,7444.006045,4442.887885,6164.77782,7055.79574,10176.20502,43392.23539,9482.222293,20520.2903,79285.37743,24256.14694,43348.48263,17185.82286,239469.5161,10975.60546,12752.07979,15110.4826,13043.52469,11111.09866,10509.77686,13553.32506,13409.74156,9000.749584,17517.22255,12711.06982,16408.78046,110253.6853,22890.48448,32950.55877,23199.79192,42324.12109,5329.251067,7513.069673,12288.62383,5104.125417,6079.565637,2836.7601,6788.879008,5264.851424,6269.65446,10148.67848,17008.38532,24254.69604,11948.70327,18106.96696,17136.89534,51599.84477,16472.16578,6214.772835,4841.497705,7750.989815,8738.907583,3201.64194,4725.349565,3618.544372,7040.186449,3786.197177,7304.960355,6128.302839,4125.358152,30736.57445,22669.28843,10024.11554,16908.65946,33551.38928,4350.038427,5541.781718,4214.825713,3953.232164,3129.725609,3046.675471,4393.117803,4800.675948,4051.484415,8740.936481,5015.592289,5636.701002,28493.56473,16265.39888,26307.76029,3296.557454,2300.0903,2424.010442,2783.712471,2147.566528,2065.150673,1911.347011,2255.573744,1904.867457,1799.607341,2780.712947,1815.675352,1887.926216,3110.744968,5117.183015,2101.797029,2942.008474,2877.05171,2616.984886,2711.446493,2809.74567,2256.221088,2713.709916,2635.671146,2631.918325,2249.9564,2937.650193,3275.244702,2212.854705,1973.965886,3781.729755,2460.685301,4058.137211,3155.211979,299528.1366,123033.8146,108126.3081,122924.1031,72473.07692,131063.4427,14737.70431,15160.38089,72252.79784,38524.60471,40383.3475,27048.7914,49457.98435,23164.50983,151141.3372,382252.8923,189294.1599,20485.52983,42384.32904,7937.371826,5921.631707,7656.309975,7768.716162,4345.954799,3213.273901,6540.195982,5676.290541,5188.532687,28925.74067,6425.190936,21409.54001,34806.00082,21150.73503,29758.22785
"LI98","naive",1,21500006.5,464.5,93.125,1.9913625,1.303345,2.318875,4.2104,16504.792985,59887.6427,8536.812561,10412.1924265,11014.789545,7170.2098085,7101.952914,4361.3768145,7829.8869885,7819.0083235,6424.143677,23062.62642,14790.030735,15401.732745,33969.714175,16386.23313,45704.85449,40991.00345,183879.88123,22036.85481,21833.27375,25692.69331,17054.4545605,14592.196715,11976.811585,15281.448573,18076.00852,14876.829555,318503.031525,129868.231315,25835.310485,143155.50554,50728.08031,105341.82135,27038.905845,97223.71569,7837.399184,10227.838141,13263.327975,6448.3645365,7205.792535,4394.204679,8539.801995,7339.9388285,8866.8685575,31190.015565,8774.763761,15263.61471,66523.231035,22715.87832,62821.011875,14482.36497,397471.1142,8736.2080265,10471.286606,16348.27693,11466.01499,12456.40862,10882.6953,11757.7592225,10844.6803685,7893.9106425,25142.30155,10558.856922,17764.5368,158130.70665,18685.22533,59841.38449,24416.14933,36338.74159,6178.2678255,7428.7433065,14267.30092,5810.900994,6543.5714945,3155.0225955,8209.148208,5501.999243,7529.9043635,13996.841635,22592.920075,25414.70787,11837.79342,18351.4471,27394.915085,64224.448185,23203.768805,8078.473607,6903.599357,10293.5053425,10877.1316965,4449.160992,6480.5002605,5952.259484,8939.5744495,6356.6486895,10098.2765725,7826.892076,5951.5174865,41492.820795,31317.17312,13703.718065,15045.26566,31034.21824,4708.0305655,5950.373927,4183.8617115,4402.2785335,3551.9943335,3205.89337,5051.2930915,4993.3980545,4068.9472015,11604.5443255,4620.6983105,8640.777311,27345.61485,14520.788645,27279.229605,3465.0294065,2226.8686905,2390.397414,2644.0662945,2027.599719,2103.5435875,1820.9832255,2119.459938,1975.98236,1835.217386,2854.856024,1963.5792595,2335.589433,3484.063966,4192.932421,2130.1585455,2908.102834,2845.517178,2661.297627,2491.771383,2521.1453655,2096.8921905,2481.194914,2418.4235815,2625.0170335,2211.803438,2619.937738,3396.989258,2295.9206845,1876.9553565,4366.433284,2463.1393205,3618.986423,3113.152177,289783.4483,111956.97045,110112.8964,125633.07685,77239.013045,134849.44795,15934.655095,18785.929555,81315.189425,42838.17763,47467.91586,30957.062805,52859.903315,26091.07456,143823.7597,359346.0727,262284.0499,18612.210815,41232.93268,8351.825623,5656.4245095,8715.652028,8071.9531775,4343.809261,3189.1760025,8040.580313,6000.774947,5267.9000055,31687.112105,6734.2458785,19004.02764,35522.41519,19988.710615,33455.32943
"LI98","naive",2,4.3e+07,373,78.65,2.131715,1.278515,2.37728,4.25007,15908.25647,52211.44803,9795.761321,9947.073313,10830.41751,7650.601437,9404.24415,4565.789737,8116.618883,7469.729505,5026.076733,29669.16935,17313.96962,18458.78513,32884.68768,15792.50698,67874.81645,28232.98889,97774.7449600001,16637.7932,21861.73581,28044.65375,7752.070291,12024.38253,10657.96712,9464.202186,16360.92078,12445.70894,74495.53735,19174.13233,11700.36464,65904.02108,26674.89104,97817.6545,23743.47811,73218.33368,8558.616512,10884.5446,12870.78609,6543.524236,6967.579025,4345.521473,10914.82617,7624.081917,7557.532095,18987.79574,8067.305229,10006.93912,53761.08464,21175.6097,82293.54112,11778.90708,555472.7123,6496.810593,8190.493422,17586.07126,9888.50529,13801.71858,11255.61374,9962.193385,8279.619177,6787.071701,32767.38055,8406.644024,19120.29314,206007.728,14479.96618,86732.21021,25632.50674,30353.36209,7027.284584,7344.41694,16245.97801,6517.676571,7007.577352,3473.285091,9629.417408,5739.147062,8790.154267,17845.00479,28177.45483,26574.7197,11726.88357,18595.92724,37652.93483,76849.0516,29935.37183,9942.174379,8965.701009,12836.02087,13015.35581,5696.680044,8235.650956,8285.974596,10838.96245,8927.100202,12891.59279,9525.481313,7777.676821,52249.06714,39965.05781,17383.32059,13181.87186,28517.0472,5066.022704,6358.966136,4152.89771,4851.324903,3974.263058,3365.111269,5709.46838,5186.120161,4086.409988,14468.15217,4225.804332,11644.85362,26197.66497,12776.17841,28250.69892,3633.501359,2153.647081,2356.784386,2504.420118,1907.63291,2141.936502,1730.61944,1983.346132,2047.097263,1870.827431,2928.999101,2111.483167,2783.25265,3857.382964,3268.681827,2158.520062,2874.197194,2813.982646,2705.610368,2272.096273,2232.545061,1937.563293,2248.679912,2201.176017,2618.115742,2173.650476,2302.225283,3518.733814,2378.986664,1779.944827,4951.136813,2465.59334,3179.835635,3071.092375,280038.76,100880.1263,112099.4847,128342.0506,82004.94917,138635.4532,17131.60588,22411.47822,90377.58101,47151.75055,54552.48422,34865.33421,56261.82228,29017.63929,136506.1822,336439.2531,335273.9399,16738.8918,40081.53632,8766.27942,5391.217312,9774.994081,8375.190193,4341.663723,3165.078104,9540.964644,6325.259353,5347.267324,34448.48354,7043.300821,16598.51527,36238.82956,18826.6862,37152.43101
"LI98","naive",3,42734373.171875,436.796875,192.75859375,2.457966484375,1.46030265625,2.40175484375,4.5508928125,17071.5433298438,61731.188930625,23395.9265658438,10463.5827649844,20656.5425251563,12753.9795923594,9653.5194535625,4750.13935301563,23476.3586684844,104327.641508391,73651.1620717188,260423.145900625,18696.1525579688,332801.310936719,36014.6229220313,25125.0969878125,71122.8715965625,28291.3029746875,103067.202421563,48565.9228409375,23325.3529534375,58299.5356315625,15807.2027025469,12222.6416264063,9815.66044109375,46392.0889699688,152944.44710625,123939.526682656,414554.518308594,0,483954.369458594,57239.73311,47280.0880984375,94952.02713125,25165.8839892188,88707.3828834375,28888.514914875,11557.1899165938,35481.3522332812,13278.8034724219,7465.88769796875,4620.2459385,36353.8811770313,127049.436407984,67747.1944188281,216108.510048594,8493.02566390625,430025.291904063,55314.7602054688,43281.174275625,84659.2898764063,12446.490778125,592877.22378125,7727.94750029688,8615.2916730625,19018.6927653125,9023.0891125,13748.187109375,10553.0749621875,11988.9599455469,50815.8018923594,33579.1151391719,325936.492682813,9241.265353625,417930.51958875,223336.197551563,22174.271108125,92350.937965625,26855.2670475,34308.8416478125,16837.2300982656,7369.63439582812,34404.50440875,18057.7304503125,7370.57438848438,4039.13316567187,41405.306603625,37720.5057826563,76217.3664325156,89868.5341945312,30082.2373376563,241853.442449063,13302.3674184375,28049.32006375,41479.9283645313,73860.3032354688,30242.1247323437,9967.59204534375,8856.58575675,14014.4245542969,13017.5565912969,5688.817183625,8241.82706582813,9867.139925,11346.7459454531,11414.8930473906,13601.9827871094,9297.7452298125,11426.1743664844,51512.6528620313,39701.7615790625,19970.3852360938,11664.9680728125,26031.623523125,7938.87800014063,6061.4698668125,7241.18552989063,5814.97350020313,3887.87371692188,3235.65914153125,10156.4234564531,31668.4075407969,32434.6079298281,80460.1939903281,4068.07303273438,75576.7166725312,23582.5798740625,15062.7616267188,25620.0874925,3559.82014298438,2180.56151817188,2410.74135765625,2766.29153210938,1800.76937309375,2328.43065170313,1836.85648220313,2024.53617109375,2030.84686775,2252.55938771875,4378.4563428125,3763.16601489062,4401.71084853125,3808.47155265625,5513.65302290625,2140.87709554687,3170.094695875,2813.68662809375,2732.9800253125,2270.72748628125,2477.82975270313,1922.62790604688,2377.257649875,2177.76770307813,2569.62157970313,2195.6898985625,2562.840821125,4659.9191994375,3720.37942792188,3342.90857854688,6333.16682225,2443.60500689063,3351.282219,3090.5660756875,294163.350071875,98520.9787265625,125788.847878125,131223.656810938,87736.0813035938,155616.315301562,17912.0692726562,23419.0505976563,97661.4919542188,52625.06027125,60958.6680509375,43582.6336254688,58676.2342623438,38074.4831765625,135899.55204375,344688.33936875,337638.12868125,17262.6694832813,44416.0048765625,24622.8607660312,5547.91926582813,30585.993130125,19873.1061015781,4500.5631616875,3180.53553848438,29006.2749802187,48443.6011620312,47822.5834098281,184980.864656094,7909.91034998438,200793.203155,38278.055459375,32209.6290832812,38336.5736840625
"LI98","naive",4,28174998.375,636.625,453.20625,3.084490625,1.876375,2.41763625,5.1869175,20018.52315625,87664.1454475,52497.9734105,11902.230983125,42393.85938125,23669.156975625,8705.435818,5022.840108625,57081.410465125,317642.079147875,225535.0933305,763787.6414075,20096.39474625,1022367.78366125,43605.74767625,46042.7170025,63858.117645,36712.303425,170678.9474125,122317.1980975,26526.81033,123331.501485,39575.043783125,14327.89085875,8819.83464975,131414.65004625,454543.012055,370806.15411625,1321289.14763125,11686.18338375,1532100.89485875,88391.764475,108246.0946525,93538.3553725,30437.20495125,138386.7894375,73145.500138,12610.15041475,85479.74997375,28034.563987875,8717.00556,5256.2838465,90776.03647875,389600.523280625,201015.520231875,657705.52441375,9889.4586665,1357482.5071625,67028.24160625,92914.590945,77206.79313125,15672.4225425,572466.110275,11892.057028125,11032.363395,21365.8937625,8144.554827,12755.9664,8765.092665,17614.964173125,146062.693640625,93241.056015125,965952.238025,12476.3706625,1294431.776155,230338.7666875,41835.1603975,87233.10231,28754.7074075,46901.39335,37867.249336625,7479.924936875,73067.1223775,42986.44485975,7867.564061375,5077.128307875,110389.087854,107925.34888575,223738.070759375,245818.99283375,30642.81126375,714712.6248075,16840.5232875,48687.872185,43231.60130625,59079.06461375,26541.43915125,8812.1054095,7276.166128,14954.277566875,11632.552636375,4860.631507,7114.566555375,11828.788826,11229.267435125,15217.243824125,13349.185239375,7692.64284275,18265.865399125,42900.98132625,33501.3848225,23270.18581625,9538.985711,22199.85261,14026.464761625,5141.39313875,14055.545334625,7643.120273875,3423.342495625,2847.37282675,19511.910687125,89804.170407125,94789.292590625,223781.340896125,3977.745260375,214274.16578725,18575.560085,21227.24135625,19201.28729725,3288.214698625,2287.367326125,2551.2951635,3433.178657875,1643.64801775,2713.762386625,2129.314435625,2203.628231,1948.87131125,3069.22316325,7519.06927475,7300.730740375,7671.33779425,3458.209099,11053.35254,2083.627583625,3843.107866,2833.5328345,2764.38998975,2410.504977,3205.046272375,1993.333838125,2811.2634245,2267.480329375,2467.420262125,2268.9760535,3342.70810075,7091.393086,6617.450621875,6844.485676125,8993.57554875,2393.635561375,4013.912716,3160.7470885,331571.495625,100530.8027625,154614.164475,135802.3575375,97246.71351625,190513.3085125,18851.07072625,23279.10319625,107795.54150125,61862.51926,70447.303045,60220.31592625,61776.69329625,56097.2726525,139321.391075,377725.7619,295395.9155,19632.63774625,54700.243335,59237.94475925,6065.048242625,75681.61870375,44971.417040375,4851.5365265,3230.205528375,70854.70790475,140893.038278,141216.690041625,514357.21167875,9615.565601125,607585.0995425,42298.6830975,62407.41929625,38538.57154
"LI98","naive",5,10928124.390625,847.890625,715.46328125,3.693470703125,2.29555109375,2.42621703125,5.8179834375,23040.0700470312,114556.626298125,81442.6516601563,13399.0190904531,64154.2227417187,34524.2854053281,7469.5657779375,5269.98924892188,90650.6207749531,531000.176639672,377593.782957281,1266326.31904812,21181.1445739063,1711552.12483766,51332.5007423437,67034.5527859375,53822.1184484375,46728.0556953125,249053.834437187,196743.356055313,29724.7099490625,188069.472283437,64505.6828973906,16754.1168642188,7988.86441653125,217164.366920906,756355.96297125,617976.671626719,2258524.71372578,42859.7197126562,2582014.28848953,129200.2313975,172218.749865313,93065.20447,36120.4543801563,191066.868742813,117312.333195125,13581.0226055313,135527.215449844,42778.4295408906,9997.90011078125,5898.40715525,144901.313758594,652116.092267203,334447.513102734,1100827.81625703,11374.3239855937,2285596.80686969,80336.9913064063,142740.541191875,67320.2302304687,19236.286543125,532304.79700625,16336.0912351406,13734.5342649375,23558.3704684375,7463.209254,11595.581945625,6930.4955628125,23465.4141303906,241630.218037828,153041.351758766,1605014.84849219,15980.502583625,2170763.56317875,231356.708154687,62021.707080625,78753.913439375,30502.10309125,60242.1174896875,58791.1414801719,7600.75627373438,111482.40571,67826.8123220625,8306.55300207812,6075.34063814062,179195.335454375,178100.548511469,371101.243848297,401288.431078594,30505.3183454688,1187426.80568719,20392.5428878125,69295.86428875,43701.0217798438,42719.7505651563,21999.3031920312,7423.65617715625,5437.98379275,15576.3161385156,9980.27066726562,3876.505948875,5767.91220798438,13498.723338,10874.3654247344,18698.2881617969,12747.2231644531,5875.2168010625,24877.2865149531,32944.7789973438,26220.0224796875,26110.0360807812,7645.9275741875,18682.728076875,20069.3025057969,4170.2423845625,20873.7756395469,9415.13625135937,2906.02768376562,2439.18427459375,28785.1260067344,147915.843010141,157141.794403109,366744.536821359,3936.77923532812,352596.105363344,13712.0340309375,27609.7973651563,12661.053437625,2995.55026020313,2403.32583526562,2696.05059784375,4117.52155570312,1501.52251353125,3094.29500723438,2433.06786223438,2399.73451665625,1858.006391875,3881.43568315625,10650.4143220625,10819.8074774219,10885.0068378437,3061.28177059375,16708.5833813438,2022.83288214063,4520.359241125,2857.32085740625,2790.2608615625,2577.74185646875,3968.33783010938,2083.95588239063,3274.333574375,2384.34890123438,2366.08160598438,2347.0313286875,4162.28943725,9507.6489030625,9504.13856839062,10358.1890898906,11580.896334125,2343.35936342188,4731.4370615,3236.1855765625,370197.727215625,103925.232317188,183191.157534375,140042.436545312,106161.603713281,224937.051067188,19640.4533317187,22685.9622117188,116796.792100156,70560.78163375,79050.3669940625,76369.4643014063,64451.9124595313,73754.2415371875,143657.92729375,413626.53688125,244029.96606875,22236.7708860937,65128.4063384375,93801.2220278437,6615.32811910938,120644.82652075,70031.8233522344,5202.7780835625,3282.88775557813,112515.592787906,233301.914843219,234600.875758609,843388.387272031,11282.5889844531,1014677.68497625,46229.758939375,92750.4625610938,38278.4316984375
"LI98","naive",6,2600000,946,835,3.96709,2.48665,2.42879,6.10393,24427.0581,126954.9402,94570.71112,14089.94821,74049.48727,39447.5167,6855.481868,5377.684019,105902.8361,627989.0682,446743.1434,1494602.842,21616.85043,2024748.256,54869.32092,76589.7901,48756.43786,51570.62524,286635.718,230696.1338,31177.65382,217442.369,76049.20941,17915.30628,7641.124412,256273.7211,893582.6472,730382.1596,2690086.505,59545.28393,3059568.898,149505.2501,201843.8929,93021.13967,38778.64566,215557.9362,137371.7751,14007.403,158284.9848,49478.02389,10585.53885,6191.387823,169449.7347,771434.8931,395128.1766,1302524.363,12065.34137,2707586.413,86676.47177,165423.7065,62383.78052,20917.66695,510458.7092,18407.00218,15014.62996,24526.8191,7189.359214,11037.55924,6088.11237,26165.51788,285128.2987,180248.4598,1895324.556,17622.20375,2569065.381,230731.2947,71292.98419,74288.58155,31268.72937,66442.11436,68282.70571,7657.596117,128898.9282,79101.82536,8495.547842,6521.840277,210438.6237,209992.9768,438055.8623,471868.8993,30315.90032,1402270.524,22009.61793,78657.57706,43681.25791,34996.77592,19781.70496,6750.186054,4555.580421,15801.2765,9180.637406,3400.823444,5115.906807,14204.7455,10669.87842,20222.16169,12410.11958,5010.509754,27840.97431,28174.77234,22713.76949,27317.24978,6827.796462,17141.24354,22807.91075,3719.524037,23973.67496,10210.39246,2661.287571,2250.025435,32985.26535,174325.8596,185483.4438,431662.7257,3927.133178,415401.4398,11527.43014,30550.60942,9666.141017,2858.692062,2457.698376,2762.612455,4431.760286,1439.64653,3266.391814,2573.191324,2491.967233,1815.087908,4249.813873,12072.06791,12416.02636,12335.59133,2872.375735,19300.14855,1994.554347,4828.971358,2868.850289,2801.013241,2658.751236,4321.847636,2128.768832,3490.104438,2442.408424,2320.175428,2383.378112,4542.047146,10603.18008,10814.38159,11957.53179,12743.66252,2320.450773,5067.565191,3271.431703,387976.5754,105719.9013,196135.5501,141908.1776,110105.5098,240498.1612,19972.06018,22333.95384,120682.3062,74416.50151,82799.83769,83621.16194,65590.60483,81713.62365,145795.3887,430465.6805,219022.9461,23463.0432,69894.64853,109502.3832,6871.482772,141058.5723,81416.02538,5362.482099,3307.381902,131418.259,275298.575,277046.4291,992885.2541,12033.30291,1199774.44,48000.32945,106569.1646,38076.16128
