"Animal.No.","Plate.Layout.Sample.Number","Virus","Time.Point","RNACopies.ml","tp","arm","ADCD_E660","ADCD_Mac_239","ADCP_E660","ADCP_Mac_239","ADNP_E660","ADNP_Mac_239","FcRIIA1_EBOV_VP40","FcRIIA1_Gag_SIV.mac239","FcRIIA1_gp120_mac251.SIV","FcRIIA1_gp120_SHIV_SF162P3.HIV","FcRIIA1_gp120_SIV.mac239","FcRIIA1_gp120_SIV.mac251.216.94.A2","FcRIIA1_gp120_SIVcpx_EK505","FcRIIA1_gp120_SIVcpz_MB66","FcRIIA1_gp120_SIVmac251v31523ru28","FcRIIA1_gp120_SIVsmE660","FcRIIA1_gp120_smE543.SIV","FcRIIA1_gp140_mac239.SIV","FcRIIA1_gp140_SHIV_SF162P3.HIV","FcRIIA1_gp140_SIVsmE660","FcRIIA1_Nef_SIV.1.mac239","FcRIIA1_p27_SIV.mac239","FcRIIA1_SIV.1.mac251","FcRIIA2_EBOV_VP40","FcRIIA2_Gag_SIV.mac239","FcRIIA2_gp120_mac251.SIV","FcRIIA2_gp120_SHIV_SF162P3.HIV","FcRIIA2_gp120_SIV.mac239","FcRIIA2_gp120_SIV.mac251.216.94.A2","FcRIIA2_gp120_SIVcpx_EK505","FcRIIA2_gp120_SIVcpz_MB66","FcRIIA2_gp120_SIVmac251v31523ru28","FcRIIA2_gp120_SIVsmE660","FcRIIA2_gp120_smE543.SIV","FcRIIA2_gp140_mac239.SIV","FcRIIA2_gp140_SHIV_SF162P3.HIV","FcRIIA2_gp140_SIVsmE660","FcRIIA2_Nef_SIV.1.mac239","FcRIIA2_p27_SIV.mac239","FcRIIA2_SIV.1.mac251","FcRIIA3_EBOV_VP40","FcRIIA3_Gag_SIV.mac239","FcRIIA3_gp120_mac251.SIV","FcRIIA3_gp120_SHIV_SF162P3.HIV","FcRIIA3_gp120_SIV.mac239","FcRIIA3_gp120_SIV.mac251.216.94.A2","FcRIIA3_gp120_SIVcpx_EK505","FcRIIA3_gp120_SIVcpz_MB66","FcRIIA3_gp120_SIVmac251v31523ru28","FcRIIA3_gp120_SIVsmE660","FcRIIA3_gp120_smE543.SIV","FcRIIA3_gp140_mac239.SIV","FcRIIA3_gp140_SHIV_SF162P3.HIV","FcRIIA3_gp140_SIVsmE660","FcRIIA3_Nef_SIV.1.mac239","FcRIIA3_p27_SIV.mac239","FcRIIA3_SIV.1.mac251","FcRIIA4_EBOV_VP40","FcRIIA4_Gag_SIV.mac239","FcRIIA4_gp120_mac251.SIV","FcRIIA4_gp120_SHIV_SF162P3.HIV","FcRIIA4_gp120_SIV.mac239","FcRIIA4_gp120_SIV.mac251.216.94.A2","FcRIIA4_gp120_SIVcpx_EK505","FcRIIA4_gp120_SIVcpz_MB66","FcRIIA4_gp120_SIVmac251v31523ru28","FcRIIA4_gp120_SIVsmE660","FcRIIA4_gp120_smE543.SIV","FcRIIA4_gp140_mac239.SIV","FcRIIA4_gp140_SHIV_SF162P3.HIV","FcRIIA4_gp140_SIVsmE660","FcRIIA4_Nef_SIV.1.mac239","FcRIIA4_p27_SIV.mac239","FcRIIA4_SIV.1.mac251","FcRIIIA1_EBOV_VP40","FcRIIIA1_Gag_SIV.mac239","FcRIIIA1_gp120_mac251.SIV","FcRIIIA1_gp120_SHIV_SF162P3.HIV","FcRIIIA1_gp120_SIV.mac239","FcRIIIA1_gp120_SIV.mac251.216.94.A2","FcRIIIA1_gp120_SIVcpx_EK505","FcRIIIA1_gp120_SIVcpz_MB66","FcRIIIA1_gp120_SIVmac251v31523ru28","FcRIIIA1_gp120_SIVsmE660","FcRIIIA1_gp120_smE543.SIV","FcRIIIA1_gp140_mac239.SIV","FcRIIIA1_gp140_SHIV_SF162P3.HIV","FcRIIIA1_gp140_SIVsmE660","FcRIIIA1_Nef_SIV.1.mac239","FcRIIIA1_p27_SIV.mac239","FcRIIIA1_SIV.1.mac251","IgA_EBOV_VP40","IgA_Gag_SIV.mac239","IgA_gp120_mac251.SIV","IgA_gp120_SHIV_SF162P3.HIV","IgA_gp120_SIV.mac239","IgA_gp120_SIV.mac251.216.94.A2","IgA_gp120_SIVcpx_EK505","IgA_gp120_SIVcpz_MB66","IgA_gp120_SIVmac251v31523ru28","IgA_gp120_SIVsmE660","IgA_gp120_smE543.SIV","IgA_gp140_mac239.SIV","IgA_gp140_SHIV_SF162P3.HIV","IgA_gp140_SIVsmE660","IgA_Nef_SIV.1.mac239","IgA_p27_SIV.mac239","IgA_SIV.1.mac251","IgG1_EBOV_VP40","IgG1_Gag_SIV.mac239","IgG1_gp120_mac251.SIV","IgG1_gp120_SHIV_SF162P3.HIV","IgG1_gp120_SIV.mac239","IgG1_gp120_SIV.mac251.216.94.A2","IgG1_gp120_SIVcpx_EK505","IgG1_gp120_SIVcpz_MB66","IgG1_gp120_SIVmac251v31523ru28","IgG1_gp120_SIVsmE660","IgG1_gp120_smE543.SIV","IgG1_gp140_mac239.SIV","IgG1_gp140_SHIV_SF162P3.HIV","IgG1_gp140_SIVsmE660","IgG1_Nef_SIV.1.mac239","IgG1_p27_SIV.mac239","IgG1_SIV.1.mac251","IgG13_gp140_SHIV_SF162P3.HIV","IgG2_EBOV_VP40","IgG2_Gag_SIV.mac239","IgG2_gp120_mac251.SIV","IgG2_gp120_SHIV_SF162P3.HIV","IgG2_gp120_SIV.mac239","IgG2_gp120_SIV.mac251.216.94.A2","IgG2_gp120_SIVcpx_EK505","IgG2_gp120_SIVcpz_MB66","IgG2_gp120_SIVmac251v31523ru28","IgG2_gp120_SIVsmE660","IgG2_gp120_smE543.SIV","IgG2_gp140_mac239.SIV","IgG2_gp140_SHIV_SF162P3.HIV","IgG2_gp140_SIVsmE660","IgG2_Nef_SIV.1.mac239","IgG2_p27_SIV.mac239","IgG2_SIV.1.mac251","IgG3_EBOV_VP40","IgG3_Gag_SIV.mac239","IgG3_gp120_mac251.SIV","IgG3_gp120_SHIV_SF162P3.HIV","IgG3_gp120_SIV.mac239","IgG3_gp120_SIV.mac251.216.94.A2","IgG3_gp120_SIVcpx_EK505","IgG3_gp120_SIVcpz_MB66","IgG3_gp120_SIVmac251v31523ru28","IgG3_gp120_SIVsmE660","IgG3_gp120_smE543.SIV","IgG3_gp140_mac239.SIV","IgG3_gp140_SIVsmE660","IgG3_Nef_SIV.1.mac239","IgG3_p27_SIV.mac239","IgG3_SIV.1.mac251","IgM_EBOV_VP40","IgM_Gag_SIV.mac239","IgM_gp120_mac251.SIV","IgM_gp120_SHIV_SF162P3.HIV","IgM_gp120_SIV.mac239","IgM_gp120_SIV.mac251.216.94.A2","IgM_gp120_SIVcpx_EK505","IgM_gp120_SIVcpz_MB66","IgM_gp120_SIVmac251v31523ru28","IgM_gp120_SIVsmE660","IgM_gp120_smE543.SIV","IgM_gp140_mac239.SIV","IgM_gp140_SHIV_SF162P3.HIV","IgM_gp140_SIVsmE660","IgM_Nef_SIV.1.mac239","IgM_p27_SIV.mac239","IgM_SIV.1.mac251","TIgG_EBOV_VP40","TIgG_Gag_SIV.mac239","TIgG_gp120_mac251.SIV","TIgG_gp120_SHIV_SF162P3.HIV","TIgG_gp120_SIV.mac239","TIgG_gp120_SIV.mac251.216.94.A2","TIgG_gp120_SIVcpx_EK505","TIgG_gp120_SIVcpz_MB66","TIgG_gp120_SIVmac251v31523ru28","TIgG_gp120_SIVsmE660","TIgG_gp120_smE543.SIV","TIgG_gp140_mac239.SIV","TIgG_gp140_SHIV_SF162P3.HIV","TIgG_gp140_SIVsmE660","TIgG_Nef_SIV.1.mac239","TIgG_p27_SIV.mac239","TIgG_SIV.1.mac251"
"LI98",213,"","Pre E660",13,"E660 Challenge 0 Day","naive",556,107.6,1.85101,1.328175,2.26047,4.17073,17101.3295,67563.83737,7277.863801,10877.31154,11199.16158,6689.81818,4799.661678,4156.963892,7543.155094,8168.287142,7822.210621,16456.08349,12266.09185,12344.68036,35054.74067,16979.95928,23534.89253,53749.01801,269985.0175,27435.91642,21804.81169,23340.73287,26356.83883,17160.0109,13295.65605,21098.69496,19791.09626,17307.95017,562510.5257,240562.3303,39970.25633,220406.99,74781.26958,112865.9882,30334.33358,121229.0977,7116.181856,9571.131682,13655.86986,6353.204837,7444.006045,4442.887885,6164.77782,7055.79574,10176.20502,43392.23539,9482.222293,20520.2903,79285.37743,24256.14694,43348.48263,17185.82286,239469.5161,10975.60546,12752.07979,15110.4826,13043.52469,11111.09866,10509.77686,13553.32506,13409.74156,9000.749584,17517.22255,12711.06982,16408.78046,110253.6853,22890.48448,32950.55877,23199.79192,42324.12109,5329.251067,7513.069673,12288.62383,5104.125417,6079.565637,2836.7601,6788.879008,5264.851424,6269.65446,10148.67848,17008.38532,24254.69604,11948.70327,18106.96696,17136.89534,51599.84477,16472.16578,6214.772835,4841.497705,7750.989815,8738.907583,3201.64194,4725.349565,3618.544372,7040.186449,3786.197177,7304.960355,6128.302839,4125.358152,30736.57445,22669.28843,10024.11554,16908.65946,33551.38928,4350.038427,5541.781718,4214.825713,3953.232164,3129.725609,3046.675471,4393.117803,4800.675948,4051.484415,8740.936481,5015.592289,5636.701002,28493.56473,16265.39888,26307.76029,3296.557454,2300.0903,2424.010442,2783.712471,2147.566528,2065.150673,1911.347011,2255.573744,1904.867457,1799.607341,2780.712947,1815.675352,1887.926216,3110.744968,5117.183015,2101.797029,2942.008474,2877.05171,2616.984886,2711.446493,2809.74567,2256.221088,2713.709916,2635.671146,2631.918325,2249.9564,2937.650193,3275.244702,2212.854705,1973.965886,3781.729755,2460.685301,4058.137211,3155.211979,299528.1366,123033.8146,108126.3081,122924.1031,72473.07692,131063.4427,14737.70431,15160.38089,72252.79784,38524.60471,40383.3475,27048.7914,49457.98435,23164.50983,151141.3372,382252.8923,189294.1599,20485.52983,42384.32904,7937.371826,5921.631707,7656.309975,7768.716162,4345.954799,3213.273901,6540.195982,5676.290541,5188.532687,28925.74067,6425.190936,21409.54001,34806.00082,21150.73503,29758.22785
"LI98",214,"SIV_E660","10 Day PI",4.3e+07,"E660 Challenge 10 day","naive",373,78.65,2.131715,1.278515,2.37728,4.25007,15908.25647,52211.44803,9795.761321,9947.073313,10830.41751,7650.601437,9404.24415,4565.789737,8116.618883,7469.729505,5026.076733,29669.16935,17313.96962,18458.78513,32884.68768,15792.50698,67874.81645,28232.98889,97774.74496,16637.7932,21861.73581,28044.65375,7752.070291,12024.38253,10657.96712,9464.202186,16360.92078,12445.70894,74495.53735,19174.13233,11700.36464,65904.02108,26674.89104,97817.6545,23743.47811,73218.33368,8558.616512,10884.5446,12870.78609,6543.524236,6967.579025,4345.521473,10914.82617,7624.081917,7557.532095,18987.79574,8067.305229,10006.93912,53761.08464,21175.6097,82293.54112,11778.90708,555472.7123,6496.810593,8190.493422,17586.07126,9888.50529,13801.71858,11255.61374,9962.193385,8279.619177,6787.071701,32767.38055,8406.644024,19120.29314,206007.728,14479.96618,86732.21021,25632.50674,30353.36209,7027.284584,7344.41694,16245.97801,6517.676571,7007.577352,3473.285091,9629.417408,5739.147062,8790.154267,17845.00479,28177.45483,26574.7197,11726.88357,18595.92724,37652.93483,76849.0516,29935.37183,9942.174379,8965.701009,12836.02087,13015.35581,5696.680044,8235.650956,8285.974596,10838.96245,8927.100202,12891.59279,9525.481313,7777.676821,52249.06714,39965.05781,17383.32059,13181.87186,28517.0472,5066.022704,6358.966136,4152.89771,4851.324903,3974.263058,3365.111269,5709.46838,5186.120161,4086.409988,14468.15217,4225.804332,11644.85362,26197.66497,12776.17841,28250.69892,3633.501359,2153.647081,2356.784386,2504.420118,1907.63291,2141.936502,1730.61944,1983.346132,2047.097263,1870.827431,2928.999101,2111.483167,2783.25265,3857.382964,3268.681827,2158.520062,2874.197194,2813.982646,2705.610368,2272.096273,2232.545061,1937.563293,2248.679912,2201.176017,2618.115742,2173.650476,2302.225283,3518.733814,2378.986664,1779.944827,4951.136813,2465.59334,3179.835635,3071.092375,280038.76,100880.1263,112099.4847,128342.0506,82004.94917,138635.4532,17131.60588,22411.47822,90377.58101,47151.75055,54552.48422,34865.33421,56261.82228,29017.63929,136506.1822,336439.2531,335273.9399,16738.8918,40081.53632,8766.27942,5391.217312,9774.994081,8375.190193,4341.663723,3165.078104,9540.964644,6325.259353,5347.267324,34448.48354,7043.300821,16598.51527,36238.82956,18826.6862,37152.43101
"LI98",215,"SIV_E660","10 Day PI",4.3e+07,"E660 Challenge 10 day","naive",349.5,73.8,1.069838,0.76934,2.58123,4.267285,12853.00045,39200.40954,7072.528275,25605.97661,16115.91197,6953.084322,3537.815519,6405.953067,10000.82413,4389.300724,9637.831603,34865.11211,17848.74232,31883.1059,25743.95152,12303.60644,42825.68457,35782.96598,136915.494,25105.71606,17914.19569,12967.59935,17453.43501,15336.21322,12350.77272,21000.78705,14285.72545,13237.60868,56065.50592,39018.40006,139996.1035,97245.254,37207.85671,122034.6072,23140.19202,70980.41824,5262.509876,13029.11342,11640.84522,6482.880211,6614.360022,4801.229244,5206.932164,6374.908668,4797.841776,31406.96331,12903.82286,23823.96936,47784.89363,19659.02818,75613.61687,9059.246656,381466.0986,6255.834219,6772.311931,9042.03153,12149.17158,8092.255341,5619.809104,7122.093145,6907.918167,8330.497426,16038.60506,9707.975071,8325.0744,143375.269,12898.20256,58994.20735,22270.64499,27384.173,5585.019242,6667.31242,14648.39116,5761.175711,7596.193452,3070.141526,7892.611888,5141.511229,8141.77155,15891.17844,24936.40338,26884.40979,9859.925968,16936.09194,32433.38118,63540.42271,21208.11588,7804.866663,6922.668429,10015.68686,11009.15373,4488.269561,7267.937267,6110.375027,8625.590645,6195.947742,10862.27312,7760.285678,6316.3156,37787.3626,28858.21915,16728.59442,7585.144006,15436.99569,3502.179024,4227.909436,4562.41312,2988.561389,3658.988983,2387.949221,3402.46138,4204.700088,3928.916384,9768.954061,4617.130115,9658.07821,11075.39272,7536.475185,13242.29615,3212.932961,2410.331838,2311.760638,2350.38519,1910.81136,2178.713407,1339.106457,1940.435285,2023.692878,2095.373793,2824.52701,1961.005961,2656.747991,3376.655834,2073.63384,2103.076955,2793.874195,3009.465416,2532.65083,2701.164569,2937.796952,2307.266905,1887.122877,2003.195274,2732.439618,2161.399519,2118.389943,3754.764536,1906.246652,2054.322561,2951.919243,2447.925784,3447.083299,3135.613568,306326.9688,106831.7004,125193.3865,142217.3186,88257.36128,152109.6448,16703.57768,23133.23343,97433.16818,52294.33461,54052.30692,38002.63125,59813.31018,29473.97496,137078.3309,378731.1846,370624.1389,18361.54675,39748.54925,10476.43767,5994.136975,9179.425992,9739.680205,4710.87856,3301.622226,8273.634626,7176.764787,6648.151309,48303.58987,7265.742648,29400.87268,33754.81805,19273.81326,33801.40034
"LI98",216,"SIV_E660","6 wk PI",2600000,"E660 Challenge 6 wk","naive",946,835,3.96709,2.48665,2.42879,6.10393,24427.0581,126954.9402,94570.71112,14089.94821,74049.48727,39447.5167,6855.481868,5377.684019,105902.8361,627989.0682,446743.1434,1494602.842,21616.85043,2024748.256,54869.32092,76589.7901,48756.43786,51570.62524,286635.718,230696.1338,31177.65382,217442.369,76049.20941,17915.30628,7641.124412,256273.7211,893582.6472,730382.1596,2690086.505,59545.28393,3059568.898,149505.2501,201843.8929,93021.13967,38778.64566,215557.9362,137371.7751,14007.403,158284.9848,49478.02389,10585.53885,6191.387823,169449.7347,771434.8931,395128.1766,1302524.363,12065.34137,2707586.413,86676.47177,165423.7065,62383.78052,20917.66695,510458.7092,18407.00218,15014.62996,24526.8191,7189.359214,11037.55924,6088.11237,26165.51788,285128.2987,180248.4598,1895324.556,17622.20375,2569065.381,230731.2947,71292.98419,74288.58155,31268.72937,66442.11436,68282.70571,7657.596117,128898.9282,79101.82536,8495.547842,6521.840277,210438.6237,209992.9768,438055.8623,471868.8993,30315.90032,1402270.524,22009.61793,78657.57706,43681.25791,34996.77592,19781.70496,6750.186054,4555.580421,15801.2765,9180.637406,3400.823444,5115.906807,14204.7455,10669.87842,20222.16169,12410.11958,5010.509754,27840.97431,28174.77234,22713.76949,27317.24978,6827.796462,17141.24354,22807.91075,3719.524037,23973.67496,10210.39246,2661.287571,2250.025435,32985.26535,174325.8596,185483.4438,431662.7257,3927.133178,415401.4398,11527.43014,30550.60942,9666.141017,2858.692062,2457.698376,2762.612455,4431.760286,1439.64653,3266.391814,2573.191324,2491.967233,1815.087908,4249.813873,12072.06791,12416.02636,12335.59133,2872.375735,19300.14855,1994.554347,4828.971358,2868.850289,2801.013241,2658.751236,4321.847636,2128.768832,3490.104438,2442.408424,2320.175428,2383.378112,4542.047146,10603.18008,10814.38159,11957.53179,12743.66252,2320.450773,5067.565191,3271.431703,387976.5754,105719.9013,196135.5501,141908.1776,110105.5098,240498.1612,19972.06018,22333.95384,120682.3062,74416.50151,82799.83769,83621.16194,65590.60483,81713.62365,145795.3887,430465.6805,219022.9461,23463.0432,69894.64853,109502.3832,6871.482772,141058.5723,81416.02538,5362.482099,3307.381902,131418.259,275298.575,277046.4291,992885.2541,12033.30291,1199774.44,48000.32945,106569.1646,38076.16128
"LI98",217,"SIV_E660","6 wk PI",2600000,"E660 Challenge 6 wk","naive",989,894,3.54332,2.24822,2.531836,6.08678,25072.18495,140396.8728,112602.3499,9156.259312,109446.5791,51666.13145,8712.834608,5610.550902,140112.2978,548929.6646,598165.127,1601328.589,16098.94441,1137491.881,66823.54645,79569.08235,42396.90104,48207.54038,243855.3051,335336.0813,13100.61042,156517.7702,115814.246,38371.41169,8985.407944,284369.1139,1051268.107,819127.2019,2431948.413,20276.39424,1508111.826,152087.1914,219420.8605,85990.06202,38918.66453,170469.0416,156200.4016,6779.990071,152511.2372,68545.66865,9727.652038,4058.541081,220384.5462,862053.3478,786300.5105,534494.0399,13497.62711,1145288.918,104622.3781,244048.2324,66578.88244,29120.25664,803504.1811,54681.46316,13286.50292,37782.39515,30227.09456,8675.678458,10722.53217,62015.69786,544608.5045,458834.8152,2365636.207,25852.28452,1981898.904,350607.7428,152332.5818,107123.6756,39824.93706,98246.63385,114533.7319,14476.71342,141449.1778,117015.5725,10950.06855,9785.289215,273651.5751,320859.9437,540937.7899,588550.7533,35192.12195,1566797.836,34454.35491,123136.9234,73293.1559,44954.93182,21834.64671,7236.632695,5906.508513,17148.55808,11002.86049,3839.243519,6000.81855,17657.57661,12445.18683,27125.86997,12566.37839,6109.894458,27075.13787,30234.68071,26406.25095,28778.27569,8670.512358,20638.2792,24951.01706,3532.388909,30377.70935,13416.13986,3002.986085,3052.060238,41595.4419,210299.6564,277101.917,307527.1784,4048.801169,487622.6473,12546.71737,36722.15482,11171.33443,3060.288696,2540.900059,2723.309679,4621.95567,1881.216235,3923.278419,2686.547836,2423.796662,1815.619472,4060.765351,10952.40386,14003.08819,12811.92353,2941.837173,14817.04181,2312.918851,5354.377033,3085.493839,2714.264272,2922.461221,4374.023543,1962.614637,3614.47705,2964.622312,2503.152008,2125.57605,4321.388919,10818.74284,11173.3367,10044.16473,11687.01866,2360.397504,5257.095416,3288.065577,432934.6708,107680.4604,236026.0335,175555.2526,134968.6354,295037.8882,24596.97757,32954.22654,167082.4111,96639.03384,106362.8021,92810.75447,84231.99839,99074.93536,167692.6592,458473.3797,265361.8894,26773.57394,77134.61597,137822.9968,8531.680684,151251.0847,78269.05506,5182.415205,4185.51575,136884.3659,330852.199,326928.5751,935499.5782,13038.88467,1223491.583,51732.28263,126007.5932,41107.79487
"LI98",218,"SIV_E660","10 wk PI",920000,"E660 Challenge 10 wk","naive",1203.5,1043.5,4.201145,2.599365,6.05568,8.63571,31956.45026,159594.7312,737126.6005,9476.180555,705968.0659,584267.2453,15474.00405,6280.229108,789633.4195,1620816.025,782085.7759,2042212.662,21906.51085,3179284.628,91888.62926,73701.63498,53824.72396,46731.7855,271640.8431,902844.2837,15216.36167,785314.3606,972780.6236,25442.83769,12736.25405,726562.9276,1356758.118,1263409.434,1353924.465,43103.30251,2237749.932,135096.3189,141727.2042,92419.3141,42523.81526,168755.1906,759500.2613,6448.321376,670894.5152,745472.9036,12747.18741,4510.861218,963041.2591,1167453.455,1160785.493,2799550.887,20824.27267,1967878.812,78906.38517,122307.1845,50090.63184,23337.18633,529610.1539,405058.7812,11682.21995,494937.3215,308282.9918,11881.93149,6873.451486,672164.7642,1220661.9,794868.0821,1906399.179,14716.65809,2954103.78,228962.2863,53223.22311,74442.99593,56108.34224,150886.6396,344333.9562,12892.18991,311118.2009,767295.1413,12417.28792,10267.79763,879401.8862,464903.2342,965350.2189,1004065.62,39791.32422,2103140.634,43669.60876,92283.58634,80244.29984,53057.56072,18630.84634,13362.33497,5377.36834,25420.75881,28368.10118,3500.396622,9118.027266,34970.66127,36063.78449,44667.87231,32499.66967,5918.399346,46660.26986,37277.92856,28567.97212,39510.59266,7495.559288,25984.25446,197627.8069,4463.51572,160091.5843,96507.7389,3210.924303,2875.992323,238397.824,385392.2676,314449.2322,539115.2439,5215.431391,479986.9376,13490.30905,14192.06072,10623.31074,2864.099927,2497.794958,3023.561332,9954.895685,2147.371227,8045.465717,5830.464007,2413.160347,2095.539113,9966.996141,15378.86837,14890.48143,19096.28714,3217.222338,20420.99928,2341.688336,3423.267218,2925.7553,2657.332238,3128.49291,9672.270451,2323.800778,8563.056183,6968.128985,2242.986357,2194.013862,9628.360866,16265.64016,15576.93052,19437.42015,20891.26248,2419.639487,4469.538377,3329.92851,357335.3003,133265.5052,180991.089,192184.9187,115839.6728,226914.4918,22476.26978,27864.9081,147462.0401,111382.8362,110464.3823,73230.6773,89738.46447,89978.01627,176462.0601,463001.511,240552.2556,26105.37827,73436.59877,370694.9413,6134.492719,431422.5081,332869.6753,6378.481453,3197.553394,437748.594,615404.3414,446548.7619,1591646.074,6444.902181,1770583.618,41489.06379,76185.78434,36100.68417
"LI98",219,"SIV_E660","10 wk PI",920000,"E660 Challenge 10 wk","naive",1322.5,1061,1.882425,1.43508,8.28397,7.613055,37324.47205,170522.7414,805872.0497,13798.24787,797389.0502,534275.0443,28272.97947,9526.698477,898453.5703,1412035.975,1133109.2,2920102.477,64807.19954,2993732.929,81847.74914,63592.19322,53479.95728,93131.65745,468542.5282,1375923.396,33307.09451,650115.3459,1143704.885,30108.9687,13927.86408,1556435.036,2244737.62,1636658.377,3856257.041,63789.82276,3325872.166,197190.4999,194203.4291,112695.609,47268.39099,240456.2977,883338.7247,17774.62832,756363.38,682979.9041,8018.396988,6160.160948,1074230.268,1562490.018,1395874.279,2582361.256,24850.66591,3145997.444,119442.1529,96188.17711,59712.37738,43237.34077,1010193.299,811659.704,37492.74605,963693.1411,562310.8391,11201.4063,13085.50773,986862.9696,1518971.194,1465262.848,2959905.753,66896.4519,2973948.916,446413.4433,111860.4672,139384.8882,44775.87912,135803.0298,255748.8224,10906.4717,380060.7591,736958.3003,11313.52511,11080.62989,875027.1876,532882.0618,1036714.72,1053559.73,39228.29342,2103645.636,34954.59314,108467.0864,76242.66417,33704.60861,14467.8596,13091.45268,4580.817878,19842.50141,21753.8136,3065.116077,7028.692069,30214.65572,28681.65879,37716.02906,25606.75041,5403.095883,34682.9855,22332.93748,19123.62368,26766.43033,17108.3391,55976.42704,330646.1935,11810.45189,301713.8462,179359.3033,5344.755575,3384.508237,397530.071,683513.871,558012.7727,1085723.155,9049.183056,900703.1029,32781.70413,33405.31758,23731.32194,3628.444272,2428.244387,2643.206278,8654.036078,1597.340016,6754.048964,6015.423953,2231.718875,1925.541609,8958.221826,14302.87854,12367.82716,15673.40803,2811.293289,18506.15581,2191.41439,3359.625368,3031.099366,2933.303519,3497.245214,8731.732608,3248.190387,6980.369982,5801.210775,3219.89943,2539.057299,9782.733981,15252.94742,13660.51192,20679.52085,21379.85111,2941.785205,4652.463799,3455.955382,457667.1434,148181.8163,198262.1762,203522.8965,137116.9296,269101.3065,29694.74255,67117.12747,162724.2526,143938.9489,130643.8917,113276.6447,136387.7798,116312.4722,182167.5402,346796.9384,244133.2502,27630.77721,82832.90885,344532.7296,8693.513497,293812.3156,290693.1204,6313.888005,3705.489271,428233.8054,562293.524,408324.3483,1647438.355,8924.02339,1699211.5,57918.89789,76162.72696,44495.82123
"LI98",220,"SIV_E660","16 wk PI",550000,"E660 Challenge 16 wk","naive",1290.5,1164,1.567575,1.01725,10.1607,8.03965,41790.82447,232114.4422,1046922.749,17756.62225,766019.7774,972200.7332,12591.25297,7979.985236,1027232.481,2694410.075,1339109.619,3097247.201,27215.46637,2999550.627,97541.67649,50976.69627,56834.00563,73663.48323,399044.0853,1040397.603,23392.81615,1296208.827,879070.0874,19004.36127,11606.19074,1286102.128,2369256.932,1648778.672,2426171.182,40252.98083,3569000.587,164443.5229,100460.1213,95191.66376,63956.25386,317094.9349,1183304.733,15528.16671,1037387.63,966456.071,23172.07221,5871.018169,1211016.807,2719093.965,1495062.324,3136962.469,23367.45677,3417450.602,149514.3263,75684.58499,92721.58428,39611.88329,938696.4107,963884.0861,13333.18249,597744.1979,587476.7819,16075.95478,6974.970981,840205.024,2956062.161,1092724.228,3549326.164,28415.13571,3662302.313,336833.9442,50412.31514,133888.8695,38461.10366,141610.2751,287427.0666,8441.891375,414547.2937,715621.0958,10917.60005,7508.782816,826302.1252,928134.762,990902.6699,1120761.8,31624.37185,2201386.833,39514.65212,41964.42336,78814.78512,37907.54439,16837.38859,9119.262253,4368.766063,23765.62703,19538.44816,3399.013213,7738.959003,25443.14926,29635.70853,32270.52932,28543.52468,5080.541493,57707.61815,32294.99866,23344.56392,40449.85982,10855.08358,49953.77569,214881.8574,5005.877162,154948.8083,145633.2559,4669.694454,2658.73447,193303.2296,749306.131,368253.2986,503125.3622,7191.668702,713963.7678,25066.67754,15051.49239,16950.33371,3896.742161,2470.276053,3449.798297,10713.99702,1925.267244,10560.92232,8245.127579,2259.872245,2120.627817,11667.23651,30069.35383,15295.09794,17702.07374,2679.464402,23102.55724,2394.214214,3590.613036,3090.386695,3286.592951,3488.774634,11316.27788,2471.389965,11587.12747,6951.816855,2981.090796,2077.177258,9726.24994,31060.52845,15125.43356,18503.6366,28215.30458,2883.943201,3353.725537,3297.161376,379751.8792,140118.745,138335.6419,133828.5566,113103.3225,194161.7903,17317.5567,43381.01599,109714.9136,130531.7476,97235.57588,80213.43508,64390.81218,80763.62275,339088.3128,354988.6727,246938.9455,34031.33812,104269.4982,354429.4798,9308.925401,411298.9382,329470.8093,8739.258717,3212.483733,439216.1401,956701.1509,506635.9207,1349016.657,12875.9114,1660622.606,61533.59886,54961.05165,49967.4409
